workclass,race,hours-per-week,native-country,label,age-range,educationDegree
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,>50K,30-45,HS-College
?,White,0-20,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,PostMaster
Local-gov,Black,21-40,United-States,<=50K,60-75,Bach
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,>50K,15-30,Bach
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,45-60,HS-College
State-gov,Black,0-20,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,30-45,Bach
Private,Black,21-40,United-States,<=50K,30-45,Assoc
?,White,21-40,United-States,<=50K,30-45,HS-College
Federal-gov,Black,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,>50K,45-60,Mast
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,>50K,60-75,Assoc
Self-emp-not-inc,White,21-40,United-States,>50K,45-60,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,Germany,<=50K,60-75,Elementary
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,30-45,Mast
Local-gov,Black,21-40,United-States,<=50K,30-45,Assoc
?,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,41-60,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,Elementary
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,21-40,Laos,>50K,30-45,Elementary
Private,White,41-60,United-States,<=50K,45-60,HS-College
?,White,21-40,United-States,<=50K,60-75,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,White,41-60,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
?,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,45-60,HS-College
Federal-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,41-60,Portugal,<=50K,60-75,Preschool
Private,White,21-40,United-States,>50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,Black,0-20,Jamaica,<=50K,60-75,HS-College
Private,White,21-40,United-States,>50K,30-45,Mast
State-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Self-emp-inc,White,61-80,United-States,>50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,>50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,?,>50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,15-30,Assoc
?,White,81-100,United-States,<=50K,60-75,HS-College
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,15-30,Elementary
Private,White,21-40,United-States,<=50K,30-45,PostMaster
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,30-45,Elementary
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,15-30,HS-College
?,White,41-60,United-States,<=50K,45-60,MiddleSchool
Private,White,0-20,United-States,<=50K,15-30,Assoc
Local-gov,White,41-60,United-States,>50K,60-75,PostMaster
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,>50K,60-75,Mast
Private,Black,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,HS-College
State-gov,White,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,>50K,45-60,Bach
State-gov,White,41-60,United-States,>50K,45-60,PostMaster
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,21-40,?,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,>50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Preschool
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,?,<=50K,60-75,Elementary
State-gov,White,0-20,United-States,<=50K,15-30,Bach
State-gov,Black,21-40,United-States,<=50K,30-45,Bach
Private,Black,41-60,United-States,<=50K,30-45,Bach
Self-emp-inc,White,41-60,Portugal,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,Mexico,<=50K,30-45,Elementary
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,Black,21-40,United-States,<=50K,45-60,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Local-gov,Amer-Indian-Eskimo,0-20,United-States,<=50K,45-60,Preschool
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,30-45,MiddleSchool
Local-gov,White,21-40,United-States,<=50K,45-60,PostMaster
?,Black,21-40,United-States,<=50K,30-45,HS-College
Federal-gov,White,61-80,Puerto-Rico,<=50K,15-30,HS-College
Federal-gov,Black,0-20,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,21-40,United-States,<=50K,30-45,MiddleSchool
Self-emp-not-inc,White,41-60,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,Asian-Pac-Islander,41-60,Laos,<=50K,30-45,HS-College
State-gov,White,21-40,Canada,<=50K,15-30,Assoc
?,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,Black,21-40,United-States,<=50K,45-60,Elementary
Private,White,21-40,United-States,<=50K,45-60,Mast
?,White,0-20,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,45-60,HS-College
Federal-gov,White,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,45-60,HS-College
Local-gov,White,21-40,United-States,<=50K,15-30,Bach
?,White,21-40,United-States,<=50K,15-30,Bach
Local-gov,White,41-60,United-States,<=50K,30-45,Bach
Private,White,0-20,United-States,<=50K,45-60,HS-College
?,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,Mexico,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,Other,21-40,Dominican-Republic,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Self-emp-not-inc,White,41-60,United-States,<=50K,30-45,Mast
State-gov,White,21-40,United-States,<=50K,30-45,HS-College
State-gov,Black,21-40,?,<=50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,60-75,HS-College
Federal-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,El-Salvador,<=50K,45-60,Elementary
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Self-emp-not-inc,White,41-60,United-States,<=50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,60-75,HS-College
Private,White,0-20,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,>50K,30-45,Assoc
Self-emp-not-inc,White,21-40,Nicaragua,<=50K,30-45,MiddleSchool
Local-gov,White,41-60,United-States,>50K,60-75,Bach
Private,White,41-60,United-States,>50K,15-30,Bach
Local-gov,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,61-80,United-States,<=50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,60-75,HS-College
?,White,0-20,Canada,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Asian-Pac-Islander,41-60,United-States,<=50K,30-45,Assoc
State-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,Black,21-40,United-States,<=50K,45-60,HS-College
State-gov,Black,21-40,United-States,<=50K,15-30,Bach
Private,Black,21-40,?,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,Elementary
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,Mexico,<=50K,45-60,Preschool
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
Self-emp-not-inc,White,0-20,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,45-60,Bach
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,61-80,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,<=50K,30-45,Bach
Local-gov,White,21-40,Canada,<=50K,15-30,Mast
Private,White,21-40,United-States,>50K,45-60,Bach
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Black,41-60,United-States,<=50K,15-30,Mast
?,White,0-20,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,41-60,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
Federal-gov,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,Outlying-US(Guam-USVI-etc),<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,21-40,United-States,<=50K,15-30,HS-College
?,White,21-40,El-Salvador,<=50K,15-30,Elementary
Local-gov,Black,41-60,?,<=50K,30-45,HS-College
Self-emp-not-inc,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,Black,21-40,?,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,81-100,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,0-20,United-States,<=50K,15-30,Bach
Federal-gov,Amer-Indian-Eskimo,41-60,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,Dominican-Republic,<=50K,15-30,MiddleSchool
State-gov,White,21-40,United-States,<=50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,30-45,Mast
Private,White,21-40,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,>50K,45-60,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,>50K,45-60,Bach
Local-gov,White,21-40,United-States,<=50K,45-60,Mast
Private,Other,21-40,Dominican-Republic,<=50K,15-30,Assoc
?,White,21-40,?,<=50K,15-30,Assoc
Self-emp-inc,White,21-40,United-States,<=50K,30-45,Bach
Private,White,41-60,United-States,>50K,30-45,Mast
Local-gov,Black,41-60,United-States,<=50K,15-30,Bach
Private,White,0-20,Germany,<=50K,60-75,Mast
Private,White,41-60,United-States,>50K,60-75,Assoc
Federal-gov,White,21-40,?,>50K,45-60,Mast
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
?,White,41-60,Puerto-Rico,<=50K,45-60,Elementary
Local-gov,Black,21-40,United-States,<=50K,15-30,Bach
Private,Black,21-40,United-States,<=50K,30-45,MiddleSchool
State-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,Italy,>50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,White,0-20,Mexico,<=50K,30-45,Elementary
Private,White,21-40,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,Asian-Pac-Islander,0-20,United-States,<=50K,45-60,Elementary
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Other,21-40,Ecuador,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,60-75,PostMaster
State-gov,Black,0-20,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,Black,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,60-75,MiddleSchool
Self-emp-not-inc,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Local-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,0-20,United-States,<=50K,15-30,Bach
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,>50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,<=50K,60-75,HS-College
State-gov,Black,21-40,United-States,>50K,30-45,Bach
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,>50K,30-45,Assoc
?,White,21-40,United-States,<=50K,15-30,HS-College
Self-emp-inc,White,41-60,United-States,>50K,60-75,Assoc
Private,White,41-60,United-States,<=50K,30-45,Bach
Local-gov,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,41-60,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,Black,0-20,Trinadad&Tobago,<=50K,30-45,Elementary
Without-pay,White,21-40,United-States,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
?,White,0-20,United-States,<=50K,60-75,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,15-30,Bach
Federal-gov,Black,21-40,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,>50K,30-45,Assoc
?,White,21-40,United-States,<=50K,60-75,HS-College
State-gov,White,21-40,United-States,<=50K,30-45,Mast
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,>50K,30-45,Bach
Private,Black,41-60,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,White,21-40,United-States,>50K,15-30,Assoc
?,White,41-60,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,41-60,United-States,>50K,45-60,Mast
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,>50K,45-60,HS-College
