armed,gender,race,signs_of_mental_illness,threat_level,flee,age_range
gun,M,Black,False,attack,Foot,21-30
machete,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,0-20
baseball bat,M,Hispanic,False,other,Not fleeing,21-30
gun,M,Hispanic,False,attack,Other,21-30
unarmed,M,Black,True,undetermined,Foot,31-40
gun,M,Black,False,attack,Not fleeing,60-100
knife,F,White,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,21-30
unarmed,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,other,Car,21-30
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Other,21-30
gun,M,Black,False,other,Not fleeing,21-30
vehicle,M,Black,False,attack,Not fleeing,31-40
straight edge razor,M,White,False,other,Not fleeing,21-30
gun,M,Black,False,attack,Car,31-40
gun and vehicle,M,Black,False,attack,Car,21-30
gun,M,White,True,attack,Not fleeing,21-30
knife,M,White,False,attack,Not fleeing,31-40
baseball bat and knife,M,White,True,other,Not fleeing,41-60
gun and vehicle,M,White,False,attack,Other,31-40
gun,M,Black,False,attack,Car,31-40
toy weapon,F,White,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,31-40
gun,F,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
vehicle,M,White,False,attack,Car,41-60
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,True,attack,Foot,21-30
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,41-60
scissors,F,White,False,other,Not fleeing,41-60
vehicle,M,White,False,attack,Not fleeing,0-20
gun,M,White,False,attack,Not fleeing,41-60
chair,M,Black,False,attack,Not fleeing,31-40
gun,M,Asian,False,attack,Foot,41-60
gun,M,White,True,attack,Car,41-60
gun,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,31-40
crowbar,M,Hispanic,True,attack,Not fleeing,41-60
hammer,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Asian,False,other,Not fleeing,31-40
ax,M,White,False,other,Not fleeing,60-100
gun,M,White,False,attack,Car,31-40
toy weapon,M,White,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
sharp object,M,Hispanic,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Car,31-40
box cutter,M,Hispanic,False,attack,Not fleeing,21-30
unknown,M,White,False,attack,Other,41-60
sword,M,White,False,attack,Not fleeing,21-30
knife,M,White,True,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
sharp object,M,White,True,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Other,21-30
gun,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Asian,False,other,Not fleeing,31-40
knife,M,White,False,other,Car,41-60
gun,M,Black,False,attack,Not fleeing,31-40
unknown,M,White,False,undetermined,Other,21-30
gun,M,Hispanic,False,other,Other,31-40
gun,M,Black,False,attack,Not fleeing,31-40
BB gun,M,White,False,attack,Other,21-30
gun,M,Black,False,attack,Other,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,31-40
knife,M,White,True,other,Not fleeing,41-60
knife,M,White,False,other,Not fleeing,21-30
gun,M,White,False,other,Foot,21-30
gun,F,White,False,attack,Not fleeing,41-60
vehicle,F,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Other,31-40
vehicle and gun,M,Other,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Foot,21-30
knife,M,White,True,undetermined,Not fleeing,31-40
sword,M,Hispanic,False,other,Foot,31-40
screwdriver,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,other,Foot,21-30
gun,M,White,False,attack,Not fleeing,21-30
unarmed,M,White,False,attack,Foot,41-60
gun,M,Black,False,attack,Car,21-30
gun,M,White,False,attack,Other,21-30
gun,M,White,False,other,Not fleeing,31-40
knife,M,Hispanic,False,other,Other,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Other,31-40
gun,M,Black,False,attack,Not fleeing,31-40
knife,M,Hispanic,False,other,Not fleeing,41-60
knife,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Other,0-20
gun,F,White,False,other,Not fleeing,41-60
vehicle,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Foot,21-30
toy weapon,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,31-40
vehicle and machete,M,Black,False,attack,Foot,21-30
gun,M,White,False,other,Not fleeing,41-60
ice pick,M,White,True,attack,Car,41-60
gun,M,White,False,attack,Not fleeing,41-60
sword,M,Black,False,other,Not fleeing,41-60
gun,M,White,False,other,Car,31-40
gun,M,Black,False,attack,Other,31-40
gun and vehicle,M,White,False,attack,Other,31-40
toy weapon,M,White,False,attack,Other,41-60
gun,M,White,True,attack,Not fleeing,60-100
gun,M,White,False,attack,Car,41-60
unknown,M,White,False,other,Car,31-40
unarmed,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Other,60-100
gun,M,Black,False,attack,Not fleeing,60-100
knife,M,White,False,attack,Not fleeing,60-100
gun and vehicle,M,Hispanic,False,attack,Other,0-20
vehicle,M,White,False,attack,Car,21-30
"car, knife and mace",M,White,False,attack,Car,21-30
gun,M,Black,False,attack,Foot,21-30
knife,M,Asian,False,other,Other,31-40
unarmed,M,Black,False,undetermined,Not fleeing,21-30
gun,M,Native,False,attack,Not fleeing,0-20
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,other,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Car,41-60
vehicle,M,Black,False,attack,Foot,31-40
gun,M,Black,False,attack,Car,41-60
gun,M,Black,False,attack,Car,41-60
gun,M,White,False,other,Foot,41-60
gun,M,White,False,other,Other,21-30
gun,M,Black,False,other,Not fleeing,0-20
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,60-100
knife,M,White,True,other,Not fleeing,41-60
gun,M,Black,False,other,Not fleeing,41-60
gun,M,White,False,other,Other,41-60
baseball bat,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Other,31-40
gun,M,Black,False,other,Car,21-30
gun,F,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,60-100
hatchet,M,White,True,attack,Other,41-60
gun,M,White,True,attack,Not fleeing,60-100
unarmed,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,other,Foot,21-30
knife,M,White,False,attack,Car,31-40
gun,M,Black,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,21-30
toy weapon,M,White,False,other,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,21-30
gun and car,M,Black,False,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,60-100
knife,M,Hispanic,False,attack,Not fleeing,0-20
gun,M,White,False,attack,Car,21-30
gun,M,Asian,False,attack,Not fleeing,41-60
gun,M,Other,True,other,Foot,41-60
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Other,False,attack,Foot,31-40
gun,M,Hispanic,False,attack,Foot,21-30
unknown,M,Hispanic,False,undetermined,Car,21-30
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,21-30
gun,M,White,False,attack,Foot,41-60
knife,M,Other,False,attack,Other,21-30
knife,M,White,False,other,Other,31-40
knife,M,White,True,attack,Not fleeing,21-30
unknown,M,White,True,attack,Not fleeing,41-60
gun,M,Black,False,attack,Foot,21-30
gun,M,White,False,attack,Foot,31-40
gun,M,Black,False,attack,Foot,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,60-100
Taser,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Car,41-60
shovel,M,White,False,attack,Foot,21-30
knife,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,other,Not fleeing,41-60
gun,M,Black,False,attack,Foot,21-30
unknown,M,Black,False,other,Other,41-60
gun and vehicle,M,Hispanic,False,attack,Car,31-40
gun,M,White,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,other,Car,31-40
gun,M,White,True,attack,Not fleeing,60-100
gun,M,Black,False,attack,Car,60-100
gun,F,White,True,attack,Not fleeing,41-60
vehicle,M,Black,False,attack,Car,21-30
unknown,M,Black,False,other,Other,31-40
gun,M,Hispanic,True,attack,Not fleeing,31-40
gun and knife,M,Hispanic,False,other,Other,0-20
gun,M,White,True,attack,Not fleeing,31-40
unknown,M,White,False,undetermined,Car,41-60
Taser,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,other,Foot,41-60
unknown,M,White,False,attack,Not fleeing,31-40
unknown,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,White,True,attack,Not fleeing,31-40
knife,M,White,False,attack,Foot,31-40
gun,M,White,True,attack,Not fleeing,21-30
chain,M,White,False,other,Not fleeing,31-40
knife,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Other,0-20
vehicle,F,White,False,attack,Car,41-60
vehicle,M,White,False,attack,Car,21-30
knife,M,White,False,other,Not fleeing,21-30
vehicle,M,Black,False,attack,Car,31-40
gun,M,Black,False,attack,Other,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Foot,41-60
gun,M,White,False,other,Not fleeing,21-30
knife,M,Other,False,attack,Not fleeing,21-30
toy weapon,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Car,21-30
vehicle,M,Black,False,attack,Car,21-30
gun,M,White,False,attack,Car,41-60
gun,M,Hispanic,False,attack,Foot,31-40
knife,M,Hispanic,False,attack,Not fleeing,31-40
knife,M,Black,False,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Car,0-20
knife,M,Black,True,other,Not fleeing,21-30
gun,M,Hispanic,False,attack,Foot,31-40
gun,M,Black,True,other,Car,0-20
knife,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Foot,21-30
gun,M,Hispanic,False,other,Not fleeing,21-30
toy weapon,M,Asian,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Foot,31-40
gun,M,White,True,attack,Not fleeing,31-40
gun,M,Black,True,attack,Not fleeing,41-60
hammer,M,White,True,attack,Not fleeing,31-40
vehicle,M,Hispanic,False,attack,Car,21-30
unarmed,M,Asian,False,other,Car,21-30
unknown,M,White,False,other,Car,31-40
gun,M,Black,False,attack,Not fleeing,41-60
knife,M,Black,False,attack,Other,41-60
toy weapon,M,Hispanic,True,attack,Other,31-40
gun,M,White,False,attack,Car,41-60
gun,M,White,False,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,21-30
vehicle,M,White,False,attack,Not fleeing,41-60
knife,M,Hispanic,False,attack,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,31-40
chair,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Other,31-40
gun,M,White,False,other,Not fleeing,60-100
knife,M,Black,False,other,Car,0-20
unknown,M,Black,False,undetermined,Car,0-20
unknown,M,White,False,undetermined,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,other,Foot,31-40
machete,M,White,False,other,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Foot,21-30
gun,M,Black,False,other,Foot,21-30
gun,M,White,False,other,Not fleeing,31-40
gun,M,Hispanic,False,other,Foot,31-40
meat cleaver,M,Black,True,attack,Not fleeing,21-30
knife,M,Asian,False,attack,Not fleeing,60-100
knife,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Other,31-40
unknown,M,White,False,other,Car,31-40
gun,M,Black,False,other,Foot,21-30
knife,M,White,False,other,Other,31-40
gun,M,White,False,attack,Car,21-30
gun,M,Black,False,attack,Car,21-30
vehicle,M,Black,False,attack,Car,31-40
vehicle,M,Black,False,attack,Car,31-40
gun,M,White,False,attack,Other,21-30
gun,M,Hispanic,False,attack,Foot,31-40
gun,F,White,True,attack,Not fleeing,31-40
gun,M,Black,False,other,Car,0-20
gun,M,Black,False,other,Foot,31-40
vehicle,M,White,False,attack,Car,31-40
unarmed,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,41-60
knife,M,White,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Not fleeing,31-40
vehicle,M,White,False,attack,Not fleeing,31-40
unknown,M,Black,False,undetermined,Foot,21-30
gun,M,White,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Foot,31-40
gun,M,Black,False,attack,Not fleeing,0-20
toy weapon,M,Black,False,attack,Foot,41-60
vehicle,M,Black,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Foot,0-20
vehicle and gun,M,White,False,attack,Foot,41-60
gun,M,Black,False,other,Not fleeing,41-60
meat cleaver,M,Black,False,other,Not fleeing,21-30
gun,M,White,False,attack,Foot,31-40
machete,M,Black,False,attack,Not fleeing,21-30
knife,M,White,True,other,Car,41-60
knife,M,White,False,other,Not fleeing,41-60
vehicle,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Car,31-40
gun,M,White,True,attack,Car,41-60
knife,M,White,True,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,attack,Foot,41-60
knife,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Other,31-40
gun,M,Native,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
scissors,M,Native,False,attack,Not fleeing,21-30
gun,M,White,False,other,Foot,41-60
gun,M,Hispanic,False,attack,Not fleeing,0-20
gun,M,Hispanic,False,other,Not fleeing,21-30
gun,M,White,False,other,Car,41-60
gun,M,White,True,other,Car,60-100
knife,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,False,attack,Car,41-60
gun,M,Asian,False,attack,Not fleeing,0-20
vehicle,M,White,False,attack,Car,31-40
gun,M,Asian,False,attack,Foot,31-40
gun,M,Hispanic,False,attack,Car,41-60
gun,M,White,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Native,False,attack,Not fleeing,21-30
gun,M,Black,False,other,Foot,21-30
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,0-20
gun,M,White,False,other,Not fleeing,60-100
sharp object,M,Hispanic,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Other,31-40
gun,M,White,False,other,Foot,21-30
gun,M,White,True,other,Not fleeing,21-30
unarmed,M,White,True,other,Not fleeing,21-30
gun,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,0-20
vehicle,M,Black,False,attack,Car,31-40
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,False,attack,Car,31-40
gun,M,White,True,attack,Not fleeing,31-40
knife,M,White,False,other,Other,31-40
gun,M,Hispanic,True,attack,Other,31-40
gun,M,Hispanic,False,attack,Other,21-30
gun,M,Black,False,other,Other,41-60
gun,M,Hispanic,False,attack,Not fleeing,41-60
knife,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Car,31-40
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,False,attack,Other,31-40
BB gun,M,White,False,attack,Car,60-100
gun,M,White,False,attack,Other,31-40
unarmed,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,other,Car,31-40
knife,M,Other,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,other,Not fleeing,21-30
unarmed,M,Black,False,attack,Foot,21-30
knife,M,White,False,attack,Not fleeing,31-40
unarmed,M,White,False,attack,Not fleeing,31-40
vehicle,M,White,False,attack,Car,41-60
gun,M,White,False,attack,Not fleeing,60-100
knife,F,Hispanic,False,other,Not fleeing,21-30
unarmed,M,White,False,other,Foot,31-40
gun,M,White,False,other,Not fleeing,41-60
unarmed,M,White,False,attack,Not fleeing,31-40
gun,F,White,False,attack,Not fleeing,21-30
screwdriver,M,Hispanic,False,other,Other,41-60
unarmed,M,Hispanic,True,undetermined,Other,41-60
gun,M,White,False,attack,Car,31-40
gun,F,White,False,attack,Other,31-40
unarmed,F,Black,False,undetermined,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,21-30
unarmed,M,Black,False,undetermined,Foot,41-60
unknown,M,Hispanic,False,attack,Foot,31-40
gun,M,White,False,attack,Other,60-100
toy weapon,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Asian,False,attack,Not fleeing,41-60
knife,M,White,False,other,Not fleeing,31-40
gun,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Foot,31-40
unknown,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Foot,21-30
gun,M,White,False,attack,Other,31-40
knife,F,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Car,41-60
gun,M,White,False,other,Car,0-20
gun,M,Black,False,attack,Not fleeing,31-40
machete,M,Hispanic,False,other,Not fleeing,41-60
gun,M,White,False,attack,Other,0-20
vehicle,F,White,False,attack,Car,41-60
gun,M,Black,False,attack,Foot,31-40
gun,M,Black,False,other,Other,60-100
gun,M,White,False,other,Foot,41-60
knife,M,Black,False,attack,Foot,21-30
unknown,M,White,False,undetermined,Other,31-40
knife,M,White,True,other,Not fleeing,41-60
gun,M,White,False,attack,Car,31-40
unarmed,M,Black,False,attack,Other,31-40
gun,M,Black,False,attack,Foot,0-20
gun,M,Black,False,attack,Not fleeing,21-30
pick-axe,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,31-40
vehicle,F,White,False,attack,Car,31-40
gun,M,White,False,attack,Car,41-60
gun,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,0-20
knife,M,White,True,other,Not fleeing,41-60
gun,F,White,False,attack,Not fleeing,41-60
unarmed,M,White,False,other,Car,31-40
gun,M,White,True,attack,Not fleeing,41-60
gun,M,Black,False,attack,Other,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
sword,M,Hispanic,False,other,Not fleeing,31-40
shovel,M,Hispanic,True,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun and vehicle,M,White,False,attack,Car,0-20
gun,M,Black,False,attack,Not fleeing,60-100
knife,M,White,False,other,Not fleeing,41-60
Taser,M,Hispanic,False,attack,Other,31-40
gun,M,White,False,attack,Other,60-100
unarmed,M,Hispanic,True,other,Not fleeing,21-30
unknown,M,White,False,other,Not fleeing,60-100
knife,M,White,True,attack,Not fleeing,31-40
metal pipe,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,other,Other,60-100
gun,M,White,False,attack,Foot,41-60
vehicle,M,Hispanic,False,attack,Car,21-30
knife,M,Black,False,other,Not fleeing,31-40
knife,M,White,True,attack,Not fleeing,31-40
vehicle,M,White,False,other,Car,31-40
gun,M,White,False,attack,Other,21-30
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,41-60
gun,M,Black,False,other,Foot,0-20
gun,M,Black,False,attack,Foot,0-20
Taser,M,White,False,attack,Foot,31-40
unarmed,M,White,False,attack,Foot,31-40
gun,M,White,False,attack,Car,31-40
unarmed,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
knife,F,White,False,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
